Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Updated On,Latitude,Longitude,Crime_Code
2803912,9054918,HW199700,03/20/2013 10:05:00 AM,064XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2512,25.0,36.0,19.0,06,2013,02/04/2016 06:33:39 AM,41.923672617,-87.786301606,31
3220814,9745980,HX395937,08/20/2014 09:10:00 PM,049XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1532,15.0,28.0,25.0,18,2014,02/04/2016 06:33:39 AM,41.88684042,-87.749171284,17
2852209,9131207,HW276169,05/12/2013 01:00:00 PM,122XX S BISHOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,524,5.0,34.0,53.0,07,2013,02/04/2016 06:33:39 AM,41.671401964,-87.657531742,16
3195755,9704615,HX354992,07/21/2014 08:14:00 PM,017XX E 71ST PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,324,3.0,5.0,43.0,26,2014,02/04/2016 06:33:39 AM,41.765188256,-87.581841365,7
3029545,9415834,HW559337,12/05/2013 07:45:00 AM,073XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,733,7.0,17.0,68.0,14,2013,02/04/2016 06:33:39 AM,41.760903375,-87.647943398,6
3113704,9566424,HX217296,04/09/2014 07:00:00 AM,025XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1414,14.0,35.0,22.0,06,2014,02/04/2016 06:33:39 AM,41.927733552,-87.705222274,31
6064742,10636392,HZ388670,08/12/2016 08:00:00 AM,028XX N CLARK ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,1934,19.0,44.0,6.0,06,2016,08/19/2016 03:56:01 PM,41.933582379,-87.645517082,31
6133410,10667191,HZ417915,09/02/2016 12:00:00 PM,100XX W OHARE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,AIRPORT VENDING ESTABLISHMENT,False,False,1651,16.0,41.0,76.0,11,2016,09/09/2016 03:51:29 PM,41.976290414,-87.905227221,8
2625897,8767009,HV441541,08/22/2012 10:30:00 AM,012XX S INDEPENDENCE BLVD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,OTHER,True,False,1011,10.0,24.0,29.0,18,2012,02/04/2016 06:33:39 AM,41.865546711,-87.719503114,17
3433337,10196815,HY384348,08/15/2015 10:30:00 PM,087XX S BURLEY AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,424,4.0,7.0,46.0,06,2015,08/24/2015 03:30:37 PM,41.73658194,-87.545821802,31
863747,9962830,HY151945,02/14/2015 09:15:00 PM,020XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1221,12.0,1.0,24.0,06,2015,08/17/2015 03:03:40 PM,41.895896023,-87.677913394,31
3211575,9731040,HX380972,08/09/2014 07:20:00 PM,029XX W FULTON ST,0560,ASSAULT,SIMPLE,ALLEY,False,False,1222,12.0,27.0,27.0,08A,2014,02/04/2016 06:33:39 AM,41.886496975,-87.699915689,1
3536168,10373141,HZ106734,01/07/2016 01:00:00 AM,063XX W ROSCOE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1633,16.0,36.0,17.0,06,2016,01/15/2016 12:18:25 PM,41.942019424,-87.784347422,31
3061553,9472132,HX125199,01/23/2014 05:47:00 PM,045XX S DAMEN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,924,9.0,12.0,61.0,06,2014,02/04/2016 06:33:39 AM,41.811606934,-87.675174895,31
2515133,8595059,HV269050,05/03/2012 08:40:00 AM,053XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,934,9.0,16.0,61.0,14,2012,02/04/2016 06:33:39 AM,41.797242047,-87.653739504,6
2749031,8962756,HW111242,01/09/2013 06:45:00 PM,019XX N CLARK ST,0810,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,7.0,06,2013,02/04/2016 06:33:39 AM,41.917402098,-87.635454463,31
3172071,9665801,HX316003,06/23/2014 06:45:00 PM,106XX S AVENUE M,0560,ASSAULT,SIMPLE,STREET,False,False,432,4.0,10.0,52.0,08A,2014,02/04/2016 06:33:39 AM,41.702290724,-87.537704374,1
2675301,8845119,HV518624,10/14/2012 08:15:00 PM,009XX N LOCKWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,True,False,1524,15.0,37.0,25.0,15,2012,02/04/2016 06:33:39 AM,41.89756892,-87.758116688,32
2612192,8744979,HV420419,08/07/2012 07:55:00 PM,042XX S WESTERN BLVD,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,SIDEWALK,False,False,924,9.0,12.0,61.0,17,2012,02/04/2016 06:33:39 AM,41.817190219,-87.684105544,29
6208483,10779635,HZ545795,12/09/2016 11:15:00 AM,078XX S DAMEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,611,6.0,18.0,71.0,05,2016,12/16/2016 03:48:27 PM,41.751522906,-87.673176063,3
3109994,9559764,HX211140,04/04/2014 05:50:00 PM,030XX S HALSTED ST,0890,THEFT,FROM BUILDING,RESTAURANT,True,False,913,9.0,11.0,60.0,06,2014,02/04/2016 06:33:39 AM,41.839223645,-87.64630829,31
3165480,9654246,HX305080,06/15/2014 10:00:00 PM,132XX S ELLIS AVE,0460,BATTERY,SIMPLE,STREET,False,False,533,5.0,9.0,54.0,08B,2014,02/04/2016 06:33:39 AM,41.654620027,-87.596744099,2
2543673,8639813,HV314378,05/31/2012 02:00:00 PM,003XX S KEDZIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1124,11.0,28.0,27.0,07,2012,02/04/2016 06:33:39 AM,41.876963962,-87.706006069,16
2841260,9114430,HW258896,05/03/2013 02:30:00 PM,035XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False,213,2.0,3.0,35.0,06,2013,02/04/2016 06:33:39 AM,41.830750796,-87.626643572,31
2993782,9357219,HW501102,10/21/2013 06:45:00 AM,049XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,1713,17.0,39.0,14.0,14,2013,02/04/2016 06:33:39 AM,41.970931904,-87.708545227,6
3189913,9695010,HX345493,07/14/2014 10:50:00 PM,047XX S PRINCETON AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,True,False,935,9.0,3.0,37.0,26,2014,02/04/2016 06:33:39 AM,41.808187211,-87.633336248,24
3112470,9563610,HX215211,04/07/2014 06:30:00 PM,073XX N WINCHESTER AVE,0810,THEFT,OVER $500,OTHER,False,False,2424,24.0,49.0,1.0,06,2014,02/04/2016 06:33:39 AM,42.015048033,-87.67907595,31
3365044,10077079,HY266109,05/18/2015 11:30:00 PM,002XX N CALIFORNIA AVE,2021,NARCOTICS,POSS: BARBITUATES,SIDEWALK,True,False,1222,12.0,27.0,27.0,18,2015,08/17/2015 03:03:40 PM,41.885862901,-87.696414788,17
3421914,10176999,HY364977,08/01/2015 05:15:00 PM,013XX W 110TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2234,22.0,34.0,75.0,08B,2015,08/17/2015 03:03:40 PM,41.693112729,-87.65525413,2
6112883,10629286,HZ382067,08/06/2016 06:00:00 AM,056XX S LOOMIS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,713,7.0,16.0,67.0,14,2016,08/13/2016 03:51:42 PM,41.791505709,-87.659663678,6
2646769,8800201,HV473800,09/12/2012 06:00:00 PM,018XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1433,14.0,32.0,22.0,14,2012,02/04/2016 06:33:39 AM,41.915680983,-87.66583621,6
854535,9944924,HY133381,01/29/2015 01:00:00 AM,021XX W 77TH PL,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,True,False,611,6.0,18.0,71.0,02,2015,08/17/2015 03:03:40 PM,41.753240979,-87.677032206,5
3101638,9544007,HX197075,03/23/2014 06:30:00 PM,041XX W CORNELIA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1731,17.0,30.0,16.0,11,2014,02/04/2016 06:33:39 AM,41.944872188,-87.731534609,8
3044718,9442046,HW573276,12/16/2013 07:30:00 PM,001XX E 58TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,232,2.0,20.0,40.0,14,2013,02/04/2016 06:33:39 AM,41.78924943,-87.621804576,6
2997450,9364390,HW507007,10/25/2013 02:00:00 PM,040XX W LEXINGTON ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1132,11.0,24.0,26.0,08A,2013,02/04/2016 06:33:39 AM,41.871833434,-87.726665048,1
2471608,8523910,HV201273,03/17/2012 03:30:00 AM,061XX W NEWPORT AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,1633,16.0,38.0,17.0,08B,2012,02/04/2016 06:33:39 AM,41.942985544,-87.779806989,2
3062655,9473901,HX127121,01/25/2014 11:40:00 AM,033XX N LONG AVE,0460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,True,False,1634,16.0,38.0,15.0,08B,2014,02/04/2016 06:33:39 AM,41.94169484,-87.761697294,2
2590357,8709834,HV386657,07/17/2012 01:17:00 AM,026XX N SPAULDING AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,False,1412,14.0,35.0,22.0,03,2012,02/04/2016 06:33:39 AM,41.928958064,-87.710873275,28
3442563,10213834,HY399428,08/27/2015 12:15:00 PM,023XX E 93RD ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,HOSPITAL BUILDING/GROUNDS,False,False,413,4.0,7.0,48.0,04B,2015,09/10/2015 11:43:14 AM,41.726219145,-87.567294437,2
2880210,9176259,HW320953,06/16/2013 05:54:00 AM,071XX S SPRINGFIELD AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,833,8.0,13.0,65.0,11,2013,02/04/2016 06:33:39 AM,41.763319024,-87.719917631,8
2514817,8594516,HV268649,05/02/2012 09:24:00 PM,064XX N OAKLEY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,False,2412,24.0,50.0,2.0,03,2012,02/04/2016 06:33:39 AM,41.998520651,-87.687463922,28
839065,9914973,HY104239,01/04/2015 05:00:00 PM,051XX N NORMANDY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1613,16.0,41.0,10.0,05,2015,08/17/2015 03:03:40 PM,41.974372622,-87.793958491,3
3065447,9478741,HX132276,01/29/2014 08:53:00 PM,003XX E 35TH ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,211,2.0,2.0,35.0,26,2014,02/04/2016 06:33:39 AM,41.831101673,-87.617716013,7
3022648,9404724,HW548301,11/26/2013 02:49:00 AM,022XX W BYRON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,True,False,1921,19.0,47.0,5.0,05,2013,02/04/2016 06:33:39 AM,41.952245937,-87.685163105,3
3444789,10217071,HY403877,08/30/2015 09:33:00 PM,033XX W 64TH PL,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,823,8.0,15.0,66.0,04A,2015,09/10/2015 11:43:14 AM,41.776172645,-87.706571328,1
2472892,8525584,HV195269,03/12/2012 06:00:00 PM,0000X W TERMINAL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,False,False,1653,16.0,41.0,76.0,14,2012,02/04/2016 06:33:39 AM,41.976762981,-87.900983721,6
4025413,10399571,HZ136465,02/01/2016 09:25:00 AM,033XX N MARSHFIELD AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,1922,19.0,44.0,6.0,06,2016,02/08/2016 03:48:02 PM,41.942257928,-87.669951491,31
3076308,9497949,HX152264,10/22/2013 08:00:00 PM,027XX N MOODY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,2512,25.0,29.0,19.0,11,2013,02/04/2016 06:33:39 AM,41.930050904,-87.779577057,8
3039063,9432743,HW574912,12/18/2013 04:30:00 AM,075XX S GREEN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,True,False,621,6.0,17.0,71.0,07,2013,02/04/2016 06:33:39 AM,41.757304257,-87.645423469,16
3492869,10299546,HY488312,11/04/2015 01:45:00 AM,064XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,True,False,725,7.0,15.0,67.0,08B,2015,11/11/2015 04:01:17 PM,41.776660592,-87.664145154,2
3341741,10036938,HY226252,04/17/2015 10:41:00 PM,104XX S EWING AVE,0460,BATTERY,SIMPLE,VACANT LOT/LAND,False,False,432,4.0,10.0,52.0,08B,2015,08/17/2015 03:03:40 PM,41.705674165,-87.535285935,2
3424774,10182041,HY369851,08/04/2015 06:15:00 PM,003XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,CTA BUS STOP,False,False,113,1.0,2.0,32.0,06,2015,08/17/2015 03:03:40 PM,41.877959571,-87.624313409,31
2820345,9081039,HW225661,04/07/2013 03:00:00 PM,123XX S LA SALLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,523,5.0,9.0,53.0,05,2013,02/04/2016 06:33:39 AM,41.669875789,-87.626008494,3
2633961,8780665,HV454034,08/30/2012 05:08:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,True,False,312,3.0,20.0,42.0,08B,2012,02/04/2016 06:33:39 AM,41.777651649,-87.615560874,2
2813942,9070282,HW215574,04/01/2013 08:50:00 PM,046XX N FRANCISCO AVE,0820,THEFT,$500 AND UNDER,CTA PLATFORM,False,False,1713,17.0,33.0,14.0,06,2013,02/04/2016 06:33:39 AM,41.965860757,-87.701053221,31
6099958,10607431,HZ359359,07/22/2016 08:50:00 AM,021XX S KEELER AVE,0460,BATTERY,SIMPLE,STREET,False,False,1012,10.0,24.0,29.0,08B,2016,07/29/2016 03:54:32 PM,41.853202065,-87.729674813,2
6133614,10667527,HZ418303,09/02/2016 10:25:00 PM,028XX S CENTRAL PARK AVE,0460,BATTERY,SIMPLE,STREET,False,False,1032,10.0,22.0,30.0,08B,2016,09/09/2016 03:51:29 PM,41.840133642,-87.714674371,2
3170099,9662795,HX312593,06/20/2014 09:00:00 PM,015XX W DIVERSEY PKWY,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,False,False,1932,19.0,32.0,6.0,07,2014,02/04/2016 06:33:39 AM,41.932432348,-87.666414975,16
2741570,8950397,HV622862,12/31/2012 12:00:00 PM,013XX S MORGAN ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,1232,12.0,25.0,28.0,26,2012,02/04/2016 06:33:39 AM,41.86427628,-87.650963204,24
2502504,8574932,HV247914,04/17/2012 12:47:00 PM,003XX E 91ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,633,6.0,6.0,44.0,26,2012,02/04/2016 06:33:39 AM,41.729182758,-87.615276398,24
3284488,9855295,HX504123,11/11/2014 04:55:00 PM,008XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,1833,18.0,42.0,8.0,11,2014,02/04/2016 06:33:39 AM,41.897895128,-87.624096605,8
2914666,9229635,HW375810,07/23/2013 04:48:00 PM,033XX N WESTERN AVE,0460,BATTERY,SIMPLE,DRUG STORE,False,False,1921,19.0,47.0,5.0,08B,2013,02/04/2016 06:33:39 AM,41.942274395,-87.688252417,2
2925402,9247102,HW393048,08/04/2013 01:50:00 PM,062XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,APPLIANCE STORE,True,False,1711,17.0,50.0,13.0,06,2013,02/04/2016 06:33:39 AM,41.994758989,-87.7144777,31
4031796,10405496,HZ142004,02/05/2016 10:16:00 PM,074XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,734,7.0,17.0,67.0,18,2016,02/12/2016 03:59:22 PM,41.758493859,-87.653946893,17
2685741,8861531,HV535069,10/26/2012 04:00:00 AM,010XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,1212,12.0,27.0,28.0,14,2012,02/04/2016 06:33:39 AM,41.885573456,-87.65265729,6
868481,9971503,HY161061,02/23/2015 10:54:00 AM,002XX S LOTUS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1522,15.0,29.0,25.0,18,2015,08/17/2015 03:03:40 PM,41.87784487,-87.761734235,17
2892365,9195242,HW340145,06/29/2013 02:50:00 AM,014XX S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,True,False,1022,10.0,24.0,29.0,08B,2013,02/04/2016 06:33:39 AM,41.862197362,-87.705544703,2
2932667,9259094,HW404349,08/12/2012 08:00:00 AM,065XX N HARLEM AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1611,16.0,41.0,10.0,26,2012,02/04/2016 06:33:39 AM,42.00018917,-87.806767851,24
3459517,10241849,HY429821,09/16/2015 03:00:00 PM,082XX S DORCHESTER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,411,4.0,8.0,45.0,26,2015,09/24/2015 07:50:13 PM,41.745194568,-87.590477001,24
6070094,10563399,HZ310101,06/16/2016 01:20:00 PM,057XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,711,7.0,3.0,68.0,08B,2016,06/23/2016 03:48:09 PM,41.790068893,-87.64139533,2
2893932,9197212,HW342586,06/30/2013 09:16:00 PM,039XX W BERTEAU AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1723,17.0,39.0,16.0,08B,2013,02/04/2016 06:33:39 AM,41.957310075,-87.727049891,2
2700569,8884108,HV558529,11/11/2012 09:15:00 PM,012XX W 83RD ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,613,6.0,21.0,71.0,05,2012,02/04/2016 06:33:39 AM,41.743206524,-87.654148378,3
3469410,10259958,HY447112,09/25/2015 02:00:00 PM,040XX W LEXINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1132,11.0,24.0,26.0,14,2015,10/09/2015 03:58:54 PM,41.871835247,-87.726488793,6
3093810,9530076,HX184036,03/13/2014 06:00:00 PM,092XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,633,6.0,6.0,49.0,14,2014,02/04/2016 06:33:39 AM,41.72679785,-87.617900265,6
3235442,9769471,HX420557,09/08/2014 02:06:00 PM,034XX W WILSON AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,1723,17.0,33.0,14.0,06,2014,02/04/2016 06:33:39 AM,41.964744922,-87.714849143,31
6119906,10643763,HZ395258,08/17/2016 12:40:00 AM,002XX N GREEN ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,1214,12.0,27.0,28.0,03,2016,08/24/2016 03:50:52 PM,41.886021662,-87.648653258,28
2484369,8545568,HV220981,03/30/2012 11:30:00 AM,011XX W LOYOLA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2432,24.0,49.0,1.0,05,2012,02/04/2016 06:33:39 AM,42.001550738,-87.659387754,3
2869626,9158678,HW303937,06/04/2013 10:45:00 AM,050XX S LAFLIN ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",True,False,933,9.0,16.0,61.0,24,2013,02/04/2016 06:33:39 AM,41.802660667,-87.662381948,27
3456739,10236916,HY424705,09/15/2015 03:30:00 PM,022XX N CLYBOURN AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,1811,18.0,32.0,7.0,06,2015,09/24/2015 07:50:13 PM,41.923141058,-87.666526442,31
2975069,9327446,HW470875,09/28/2013 10:30:00 AM,002XX W 112TH ST,0810,THEFT,OVER $500,STREET,False,False,522,5.0,34.0,49.0,06,2013,02/04/2016 06:33:39 AM,41.69070404,-87.628482404,31
4059002,10444122,HZ182647,03/10/2016 09:06:00 PM,011XX W 71ST ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,False,733,7.0,17.0,68.0,26,2016,03/17/2016 03:52:03 PM,41.765066169,-87.653434033,24
3410235,10156022,HY344701,07/17/2015 02:45:00 PM,029XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1135,11.0,2.0,27.0,08B,2015,08/17/2015 03:03:40 PM,41.873759855,-87.699722026,2
3292673,9868548,HX519036,11/24/2014 04:00:00 PM,014XX W LUNT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2423,24.0,49.0,1.0,14,2014,02/04/2016 06:33:39 AM,42.009103197,-87.666987157,6
3338578,10030885,HY220895,04/13/2015 09:00:00 AM,060XX W GRACE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1633,16.0,38.0,17.0,05,2015,08/17/2015 03:03:40 PM,41.949399463,-87.777674523,3
2728110,8929916,HV601378,12/13/2012 06:39:00 PM,077XX S HONORE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,True,False,611,6.0,18.0,71.0,05,2012,02/04/2016 06:33:39 AM,41.753167952,-87.669574987,3
2643359,8794341,HV468817,09/09/2012 07:53:00 PM,046XX N MILWAUKEE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,True,False,1623,16.0,45.0,15.0,24,2012,02/04/2016 06:33:39 AM,41.96498423,-87.758246066,27
3514851,10336830,HY528015,12/04/2015 06:00:00 PM,094XX S ST LAWRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,633,6.0,9.0,49.0,05,2015,12/11/2015 03:56:09 PM,41.72317662,-87.609339394,3
6151780,10694059,HZ449045,09/24/2016 10:00:00 PM,052XX S CORNELL AVE,0810,THEFT,OVER $500,STREET,False,False,234,2.0,4.0,41.0,06,2016,10/01/2016 03:49:21 PM,41.80061868,-87.585887262,31
6149086,10690213,HZ444535,09/21/2016 07:30:00 PM,042XX S DREXEL BLVD,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,214,2.0,4.0,36.0,06,2016,09/28/2016 03:54:11 PM,41.81750919,-87.604602036,31
2417357,8438006,HV115616,01/12/2012 06:00:00 PM,076XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,421,4.0,7.0,43.0,14,2012,02/04/2016 06:33:39 AM,41.756704648,-87.555306513,6
3516309,10339786,HY530606,12/08/2015 05:30:00 PM,054XX W JACKSON BLVD,0810,THEFT,OVER $500,APARTMENT,False,False,1522,15.0,29.0,25.0,06,2015,12/15/2015 04:02:04 PM,41.876584216,-87.760423586,31
6121417,10647843,HZ397610,08/18/2016 10:00:00 AM,024XX N SHEFFIELD AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1932,19.0,43.0,7.0,06,2016,08/25/2016 03:50:02 PM,41.925617492,-87.653617159,31
4040802,10419999,HZ157824,02/16/2016 04:00:00 PM,085XX S LAFLIN ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,True,True,614,6.0,21.0,71.0,20,2016,03/03/2016 03:45:06 PM,41.738697782,-87.660706856,22
2686189,8862400,HV535918,10/26/2012 07:00:00 AM,005XX W KINZIE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1323,12.0,42.0,24.0,06,2012,02/04/2016 06:33:39 AM,41.88905455,-87.641866958,31
869360,9973229,HY162892,02/24/2015 09:42:00 PM,002XX E 68TH ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,True,False,322,3.0,20.0,69.0,26,2015,08/17/2015 03:03:40 PM,41.771076795,-87.619600639,24
2856551,9137692,HW282678,05/20/2013 10:30:00 AM,008XX W 95TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,False,False,2223,22.0,21.0,73.0,03,2013,02/04/2016 06:33:39 AM,41.721454876,-87.643516564,28
2866429,9153693,HW298612,05/31/2013 03:41:00 PM,003XX S RIVERSIDE PLZ,0320,ROBBERY,STRONGARM - NO WEAPON,BANK,True,False,121,1.0,2.0,28.0,03,2013,02/04/2016 06:33:39 AM,41.877745385,-87.638206774,28
880399,9993602,HY183555,03/13/2015 06:00:00 PM,045XX W FULTON ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1113,11.0,28.0,26.0,06,2015,08/17/2015 03:03:40 PM,41.885340518,-87.738711273,31
2765893,8990472,HW137633,01/30/2013 01:25:00 PM,118XX S STATE ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,522,5.0,34.0,53.0,05,2013,02/04/2016 06:33:39 AM,41.678639889,-87.622680214,3
2686749,8863063,HV536762,10/27/2012 09:50:00 AM,004XX N CARPENTER ST,0810,THEFT,OVER $500,STREET,False,False,1323,12.0,27.0,24.0,06,2012,02/04/2016 06:33:39 AM,41.890405232,-87.653443367,31
2752435,8968015,HW115695,01/13/2013 12:30:00 AM,018XX N MILWAUKEE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1434,14.0,1.0,22.0,03,2013,02/04/2016 06:33:39 AM,41.914353147,-87.683603076,28
3261215,9814947,HX463242,10/11/2014 04:05:00 AM,088XX S KENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,412,4.0,8.0,48.0,08B,2014,02/04/2016 06:33:39 AM,41.734554812,-87.591739052,2
2797193,9043221,HW188975,03/12/2013 10:00:00 AM,005XX E BOWEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,214,2.0,4.0,38.0,05,2013,02/04/2016 06:33:39 AM,41.819394829,-87.612919419,3
6109229,10622157,HZ375000,08/02/2016 11:49:00 AM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1.0,42.0,32.0,06,2016,08/09/2016 04:02:00 PM,41.883500187,-87.627876698,31
3219828,9744235,HX394223,08/19/2014 06:00:00 AM,124XX S EGGLESTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,523,5.0,34.0,53.0,05,2014,02/04/2016 06:33:39 AM,41.668360872,-87.633173112,3
6114509,10631222,HZ384220,08/08/2016 11:20:00 PM,064XX S MARYLAND AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,312,3.0,20.0,42.0,04B,2016,08/15/2016 03:50:44 PM,41.777379789,-87.604634907,2
2752656,8968673,HW116630,01/12/2013 06:00:00 PM,044XX S KEDZIE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,HOSPITAL BUILDING/GROUNDS,False,False,922,9.0,14.0,58.0,14,2013,02/04/2016 06:33:39 AM,41.81227693,-87.704139602,6
